vertex_id,x,y,z,nx,ny,nz
0,1.4569255113601685,0.46929651498794556,-4.089745998382568,0.8096111416816711,-0.5860559940338135,0.032680973410606384
1,1.456621527671814,0.48466652631759644,-3.898543357849121,0.7886443138122559,-0.6147006750106812,0.013539159670472145
2,1.4650905132293701,0.4932355284690857,-3.7072091102600098,0.7787711024284363,-0.6273065805435181,0.0014825466787442565
3,1.469605565071106,0.5042915344238281,-3.515939235687256,0.7668458223342896,-0.6415858864784241,0.017749466001987457
4,1.474265456199646,0.5149435997009277,-3.324347972869873,0.7571679949760437,-0.6530775427818298,0.013650706969201565
5,1.4774785041809082,0.5263046026229858,-3.132658004760742,0.7415584921836853,-0.6706443428993225,0.01808968186378479
6,1.4818625450134277,0.5362715721130371,-2.940580368041992,0.7519965767860413,-0.6588376760482788,0.02083292230963707
7,1.4877125024795532,0.5438275933265686,-2.7482709884643555,0.7732388377189636,-0.6340060830116272,0.011744610965251923
8,1.4934295415878296,0.550830602645874,-2.555891990661621,0.8294997215270996,-0.5584717392921448,0.006302970461547375
9,1.5021854639053345,0.5541576743125916,-2.3631839752197266,0.8618984818458557,-0.5068182349205017,-0.016323840245604515
10,1.5095314979553223,0.5552316308021545,-2.1701841354370117,0.9481407999992371,-0.3167235255241394,0.026741566136479378
11,1.5119725465774536,0.5615986585617065,-1.9764771461486816,0.9855595827102661,-0.15780849754810333,0.06139037758111954
12,1.509940505027771,0.5705036520957947,-1.782270908355713,0.9973846673965454,-0.06485557556152344,0.03190018981695175
13,1.5023834705352783,0.5777966976165771,-1.596299171447754,0.9925056099891663,0.06930730491876602,0.10064386576414108
14,1.4897074699401855,0.5849587321281433,-1.4094271659851074,0.9764838218688965,0.18956848978996277,0.10268023610115051
15,1.468680500984192,0.588634729385376,-1.221592903137207,0.9368529319763184,0.3146154582500458,0.15272122621536255
16,1.4404234886169434,0.5881467461585999,-1.0346651077270508,0.8421987295150757,0.4900815784931183,0.2247694879770279
17,1.4027734994888306,0.584534764289856,-0.8485860824584961,0.7812467813491821,0.5924581289291382,0.1965879201889038
18,1.3589825630187988,0.5771707892417908,-0.6631937026977539,0.6913935542106628,0.674737811088562,0.25827091932296753
19,1.307152509689331,0.5639187693595886,-0.4804649353027344,0.6204954385757446,0.7376818656921387,0.2661032974720001
20,1.2511144876480103,0.5449627637863159,-0.2993030548095703,0.5980659127235413,0.752674400806427,0.2753152847290039
21,1.1933765411376953,0.5184028148651123,-0.11818313598632812,0.6322530508041382,0.7274020314216614,0.2667252719402313
22,1.1494845151901245,0.49377480149269104,0.06752872467041016,0.6417538523674011,0.7181105017662048,0.2692013680934906
23,1.1014235019683838,0.46019983291625977,0.25139617919921875,0.5888818502426147,0.7451062798500061,0.3131052255630493
24,1.0545594692230225,0.42950284481048584,0.4367189407348633,0.5473816990852356,0.8204459547996521,0.16505080461502075
25,1.0555715560913086,0.4212828576564789,0.6134061813354492,0.5763391852378845,0.8157455921173096,-0.04891270771622658
26,1.0723395347595215,0.4296358823776245,0.7856073379516602,0.5743138194084167,0.8066122531890869,-0.1397869735956192
27,1.1026275157928467,0.4498519003391266,0.9533176422119141,0.58980393409729,0.7698408961296082,-0.24387799203395844
28,1.139365553855896,0.4724288880825043,1.1377077102661133,0.7322462201118469,0.63075852394104,-0.2568250894546509
29,1.1602715253829956,0.4792599380016327,1.324284553527832,0.8984342813491821,0.42516738176345825,-0.1097651794552803
30,1.1808074712753296,0.4743139147758484,1.5107536315917969,0.9247891902923584,0.33348211646080017,-0.18317940831184387
31,1.2183995246887207,0.467227965593338,1.693861961364746,0.8871222138404846,0.44943633675575256,-0.1049819067120552
32,1.2814395427703857,0.4838339686393738,1.8686246871948242,0.5283793210983276,0.8134946227073669,-0.24298524856567383
