# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 48, mean observations per image: 0
1 0.0000000309086197 0.0000000309086197 -0.7071067690849304 0.7071067690849304 0.0000012140787931 -0.0000010484727682 13.8874425888061523 1 0000.png

2 0.0692432746291161 0.0843611061573029 -0.7683487534523010 0.6306574344635010 -0.0000002439290654 0.0000002327387847 13.8874416351318359 1 0001.png

3 0.0161410812288523 0.0105397347360849 0.5466390252113342 -0.8371464610099792 0.0000005207847380 0.0000019168448944 13.8874425888061523 1 0002.png

4 0.0904872342944145 0.1362704038619995 0.8218428492546082 -0.5457259416580200 0.0000000159341926 0.0000004897938197 13.8874416351318359 1 0003.png

5 0.2135570347309113 0.1937151402235031 -0.6433278322219849 0.7092229127883911 0.0000004807228606 0.0000009590154377 13.8874425888061523 1 0004.png

6 0.2348430305719376 0.1664997041225433 0.5538862347602844 -0.7812404632568359 0.0000005169271731 0.0000009910831977 13.8874416351318359 1 0005.png

7 0.0480825863778591 0.1034220978617668 -0.9008734822273254 0.4188304245471954 -0.0000000051874736 -0.0000004914465990 13.8874435424804688 1 0006.png

8 0.1959134489297867 0.0930452570319176 -0.4187938272953033 0.8818005323410034 0.0000008006445569 0.0000013968880239 13.8874416351318359 1 0007.png

9 0.2426514327526093 0.3158983588218689 0.7274124622344971 -0.5587482452392578 0.0000009574822570 -0.0000008481814575 13.8874435424804688 1 0008.png

10 0.2485443502664566 0.3388072848320007 -0.7316706180572510 0.5367434024810791 -0.0000029688317227 -0.0000005730457247 13.8874435424804688 1 0009.png

11 0.2503684759140015 0.0964885279536247 0.3464187979698181 -0.8988879919052124 -0.0000017392878817 -0.0000002080830512 13.8874435424804688 1 0010.png

12 0.0683191865682602 0.2096386998891830 0.9273853898048401 -0.3022258281707764 0.0000007781089835 0.0000012914202898 13.8874435424804688 1 0011.png

13 0.4047201871871948 0.2532425522804260 -0.4660838842391968 0.7448728680610657 -0.0000020557070002 0.0000012001917185 13.8874435424804688 1 0012.png

14 0.4029109179973602 0.3316912651062012 0.5421565771102905 -0.6585665941238403 -0.0000019343819986 -0.0000006368239269 13.8874416351318359 1 0013.png

15 0.1568066477775574 0.4132085740566254 -0.8386760354042053 0.3182653486728668 -0.0000006584792231 -0.0000000875319870 13.8874425888061523 1 0014.png

16 0.1562189161777496 0.0309284720569849 -0.1917336732149124 0.9684406518936157 -0.0000012392378039 -0.0000001152962028 13.8874444961547852 1 0015.png

17 0.2410207688808441 0.4902877509593964 0.7516586184501648 -0.3695081174373627 -0.0000006599776725 -0.0000007246766813 13.8874425888061523 1 0016.png

18 0.4166747033596039 0.4335610568523407 -0.5760883092880249 0.5536509156227112 -0.0000011937099771 0.0000014452067489 13.8874416351318359 1 0017.png

19 0.5347151756286621 0.2308509349822998 0.3222008049488068 -0.7463070154190063 -0.0000012637032114 -0.0000002215012103 13.8874435424804688 1 0018.png

20 0.0114673599600792 0.1154087707400322 -0.9883847236633301 0.0982088372111320 -0.0000001749199185 0.0000002045402994 13.8874435424804688 1 0019.png

21 0.5823749899864197 0.2154528647661209 -0.2719738781452179 0.7351528406143188 0.0000015069872461 0.0000007642610171 13.8874435424804688 1 0020.png

22 0.4399744272232056 0.5027496218681335 0.5599446296691895 -0.4900278747081757 0.0000004814666568 -0.0000013117240769 13.8874425888061523 1 0021.png

23 0.3148914575576782 0.6016657948493958 -0.6503705382347107 0.3403818309307098 0.0000000700880634 0.0000004753962060 13.8874425888061523 1 0022.png

24 0.6679729223251343 0.0745480060577393 0.0821259915828705 -0.7358737587928772 0.0000003958445234 -0.0000000373907838 13.8874416351318359 1 0023.png

25 0.1858883947134018 0.6977306008338928 0.6685037612915039 -0.1781018078327179 0.0000001092757316 0.0000009502529110 13.8874425888061523 1 0024.png

26 0.5896223783493042 0.4310894012451172 -0.4031181931495667 0.5513647794723511 -0.0000027502539979 0.0000010114215456 13.8874416351318359 1 0025.png

27 0.6290675401687622 0.4034821689128876 0.3587212860584259 -0.5592810511589050 -0.0000001069371862 0.0000004805361868 13.8874425888061523 1 0026.png

28 0.1730117052793503 0.8073377013206482 -0.5516322851181030 0.1182142421603203 -0.0000008111594525 0.0000002275914994 13.8874406814575195 1 0027.png

29 0.8491504788398743 0.1692628115415573 -0.0978004336357117 0.4906410276889801 0.0000004272487502 -0.0000002381386821 13.8874435424804688 1 0028.png

30 0.4157570004463196 0.6770201325416565 0.5174925327301025 -0.3177913129329681 0.0000010769382470 0.0000018405032733 13.8874444961547852 1 0029.png

31 0.4925598502159119 0.6324777007102966 -0.4716406762599945 0.3673034906387329 -0.0000012277554333 0.0000014050717709 13.8874444961547852 1 0030.png

32 0.8287125229835510 0.2784269154071808 0.1546236872673035 -0.4602233171463013 0.0000002039289768 0.0000018444516172 13.8874425888061523 1 0031.png

33 0.1972133666276932 0.9588232040405273 0.2001745253801346 -0.0411724410951138 0.0000004740495569 0.0000007231832910 13.8874425888061523 1 0032.png

34 0.7617863416671753 0.4045493006706238 -0.2373173683881760 0.4468802809715271 -0.0000004978327866 0.0000006488918984 13.8874435424804688 1 0033.png

35 0.6234965324401855 0.5790235400199890 0.3574900031089783 -0.3849476575851440 0.0000009569147323 0.0000009063771813 13.8874425888061523 1 0034.png

36 0.3837475478649139 0.8192885518074036 -0.3858084678649902 0.1807092428207397 -0.0000006016359180 -0.0000003037414444 13.8874425888061523 1 0035.png

37 0.9609266519546509 0.2767759859561920 0.0010747213382274 -0.0037312789354473 -0.0000000093187200 0.0000009537612868 13.8874425888061523 1 0036.png

38 0.4117588102817535 0.8316426873207092 0.3339066505432129 -0.1653222441673279 -0.0000000267301630 -0.0000020225681965 13.8874425888061523 1 0037.png

39 0.6588258743286133 0.6125977039337158 -0.2973427176475525 0.3197809755802155 0.0000009549845572 -0.0000008001638889 13.8874425888061523 1 0038.png

40 0.7955045104026794 0.4872274398803711 0.1881590038537979 -0.3072103261947632 0.0000005703993224 0.0000003530673780 13.8874425888061523 1 0039.png

41 0.3853828608989716 0.9183906316757202 -0.0826745703816414 0.0346926040947437 0.0000000821697625 -0.0000000212901803 13.8874416351318359 1 0040.png

42 0.8627158403396606 0.4549161791801453 -0.1030095890164375 0.1953503042459488 -0.0000006310483514 0.0000003276167035 13.8874416351318359 1 0041.png

43 0.6133646368980408 0.7230046391487122 0.2424024045467377 -0.2056433111429214 -0.0000004818342063 -0.0000005009252959 13.8874425888061523 1 0042.png

44 0.5883573889732361 0.7634730935096741 -0.2109755426645279 0.1625846326351166 0.0000004346069602 0.0000014514159830 13.8874416351318359 1 0043.png

45 0.8499861955642700 0.5179736018180847 0.0499859638512135 -0.0820261538028717 0.0000000654772450 -0.0000005136293453 13.8874425888061523 1 0044.png

46 0.5576086640357971 0.8260104656219482 0.0682424232363701 -0.0460678897798061 -0.0000001325469583 -0.0000000097819361 13.8874425888061523 1 0045.png

47 0.7429165244102478 0.6561231613159180 -0.0877635404467583 0.0993730649352074 -0.0000000019102535 0.0000007371068023 13.8874435424804688 1 0046.png

48 0.7071067690849304 0.7071067690849304 0.0000000000000000 0.0000000000000000 0.0000000000000000 -0.0000010484727682 13.8874425888061523 1 0047.png

